album_id,album_name,genre,release_date,person_count,person_details
14177,Between the Lines of We,Americana,2020,5,4185:Na Ren (PerformerOf); 14178:Wei Sun (PerformerOf); 14179:Lei Ma (PerformerOf); 14180:Jie Xu (PerformerOf); 14181:Guiying Ye (LyricistOf/PerformerOf)
312,Borderless Pride,Synthwave,2007,5,313:Li Liao (PerformerOf); 314:Cristian Bonilla (PerformerOf); 315:Xiuying Guo (LyricistOf/PerformerOf); 316:Lei Xue (ComposerOf/PerformerOf); 317:Gang Bai (ComposerOf)
3199,Bountiful Heart,Synthpop,2028,5,3200:James White (PerformerOf/ProducerOf); 3201:Wei Liang (ComposerOf); 3202:Min Long (PerformerOf); 3203:Li Bai (ProducerOf); 3204:Qiang Ye (LyricistOf/PerformerOf)
5636,Breaking the Escape Clause,Darkwave,2026,5,5637:Steven Hobbs (ComposerOf/PerformerOf); 5638:Brandon Marshall (ProducerOf); 5639:Anaïs Blanchard (ProducerOf); 5640:Alex Smith (PerformerOf); 5641:Émile Didier (LyricistOf)
264,Brilliant Beyond Measure,Dream Pop,2018,5,265:Wei Zhang (PerformerOf); 266:Ping Meng (PerformerOf); 267:Walter White (PerformerOf); 268:Na Kang (PerformerOf); 269:Xia Zhong (LyricistOf/PerformerOf)
3411,"Broken Vows, Empty Halls",Americana,2020,5,1219:Yan Cai (PerformerOf); 1220:Jie Lai (PerformerOf); 3412:Xiulan Feng (LyricistOf/PerformerOf); 3413:Tao Xie (PerformerOf); 3414:Yang Han (ComposerOf/PerformerOf)
4136,Cadence of Immortal Strings,Darkwave,2020,5,908:Juan Kang (ComposerOf); 909:Min Tao (ProducerOf); 4137:Gang Peng (LyricistOf); 4138:Qiang Liu (PerformerOf); 4139:Audrey Gray (PerformerOf)
16635,Cascade of Devotion,Dream Pop,2016,5,1928:Zara Trivedi (PerformerOf); 1929:Rhea Wali (PerformerOf); 1932:Shaan Sanghvi (ComposerOf); 16636:Hansh Dyal (ComposerOf); 16637:Nishith Sachar (PerformerOf)
7851,Celestial Anthem of the Almighty,Synthwave,2014,5,1220:Jie Lai (PerformerOf); 3413:Tao Xie (ComposerOf/PerformerOf); 3414:Yang Han (PerformerOf); 7852:Li Zeng (PerformerOf); 7853:Terrance Parker PhD (PerformerOf)
5981,Celestial Harmonies,Dream Pop,2023,5,769:Florian van Santen-Sanders (PerformerOf); 5982:Yan Kang (PerformerOf); 5983:Xiulan Tang (PerformerOf); 5984:Min Qian (ComposerOf/PerformerOf); 5985:Rachel Thompson (PerformerOf)
5882,Celestial Weave,Synthwave,2025,5,1074:Jing Cui (PerformerOf); 1219:Yan Cai (PerformerOf); 3413:Tao Xie (PerformerOf); 3613:Xiulan Yan (PerformerOf); 4125:Tao Zhang (PerformerOf)
14875,Chorus of the Unheard,Indie Folk,2017,5,5619:Wei Han (PerformerOf); 14876:Joseph Wheeler (PerformerOf); 14877:Jie Mao (ComposerOf/PerformerOf); 14878:Jose Sanders (PerformerOf); 14879:Sean Rush (ProducerOf)
3395,Chronological Exile,Americana,2013,5,2458:Xiuying Fang (PerformerOf); 3396:Yong Sun (PerformerOf); 3397:Yong Shen (ComposerOf); 3398:Na Lu (LyricistOf/PerformerOf); 3399:Jing Jin (PerformerOf)
15807,Climbing Heart's Summit,Indie Pop,2020,5,5968:Dorota Cierpka (LyricistOf); 15808:Cathy Oconnor (PerformerOf); 15809:Timothy Robinson (PerformerOf); 15810:Isabel Wilson (LyricistOf); 15811:Magnus Speer (PerformerOf)
14666,Close Enough to Touch,Oceanus Folk,2029,5,13028:Michael Rivera (PerformerOf/ProducerOf); 13029:Michael Reyes (PerformerOf); 14667:Maurice Harrison (PerformerOf); 14668:Scott Burke (PerformerOf); 14669:Devin Chan (PerformerOf)
15065,Coastal Echoes,Psychedelic Rock,2023,5,11887:Sosimo Donaire Marí (LyricistOf/PerformerOf); 15066:Abigaíl del Franch (PerformerOf/ProducerOf); 15067:Evelia Viñas-Maldonado (ComposerOf); 15068:Elena Olivera Agudo (PerformerOf); 15069:Viviana Escrivá Porcel (ProducerOf)
14449,Cobblestone Chorus,Psychedelic Rock,2025,5,6613:Jennifer Diaz (PerformerOf); 14450:Teresa White (PerformerOf); 14451:Anna Mendez (PerformerOf); 14452:Susan Oneal (PerformerOf); 14453:Leah Farrell (PerformerOf)
431,Cobblestone Waltz,Americana,2000,5,432:Lei Zhou (PerformerOf); 433:Ping Chen (PerformerOf); 434:Juan Gao (LyricistOf); 435:Juan Xu (ComposerOf); 436:Deborah Rogers (PerformerOf)
4847,Cobblestones of the Holy City,Indie Rock,2004,5,547:Hilmar Hänel (ComposerOf/PerformerOf); 3588:Antonietta Zaccagnini (PerformerOf); 3589:Laetitia Bertrand-Becker (ProducerOf); 4665:Gino Michelangeli (ProducerOf); 4848:Francesca Maglio (PerformerOf)
3978,Cockpit Catastrophe,Doom Metal,1991,5,3979:Matilda Zarlino (PerformerOf); 3980:Dina Borroni (LyricistOf/PerformerOf); 3981:Travis Tucker (PerformerOf); 3982:Pierangelo Papafava (PerformerOf); 3983:Joseph Figueroa (ComposerOf)
15242,Culloden's Lament,Dream Pop,1998,5,455:Yang Peng (PerformerOf/ProducerOf); 15166:Ming Cui (LyricistOf); 15168:Yan Tan (PerformerOf/ProducerOf); 15169:Gang Liu (PerformerOf); 15243:Xiulan Xiang (ComposerOf)
17316,Currents & Curses,Oceanus Folk,1994,5,17309:Levi Holloway (LyricistOf); 17310:Marin Thorne (ComposerOf); 17311:Jonah Calloway (LyricistOf); 17312:Eleanor Wren (LyricistOf); 17313:Caleb Foster (ComposerOf)
12558,Dancing Through Life,Dream Pop,2026,5,12559:Xiuying Zhong (ProducerOf); 12560:Juan Chen (PerformerOf); 12561:Tao Lai (PerformerOf); 12562:Yang Cui (PerformerOf); 12563:Qiang Li (PerformerOf)
1440,Diabolic Dance,Blues Rock,2004,5,1441:Astrid Lecoq (PerformerOf); 1442:Élodie Albert (PerformerOf); 1443:Sayuri Sato (PerformerOf); 1444:Martine Normand (ProducerOf); 1445:Maggie Faivre (PerformerOf/ProducerOf)
2250,Dinner Table Warfare,Americana,2023,5,2251:Jing Lin (PerformerOf); 2252:Wei Kang (PerformerOf); 2253:Juan Wei (PerformerOf); 2254:Guiying Peng (LyricistOf/PerformerOf); 2255:Min Liao (LyricistOf)
4466,Doubt's Embrace,Indie Folk,2028,5,4467:Gang Zhao (PerformerOf); 4468:Xiulan Cheng (PerformerOf); 4469:Tao Dong (PerformerOf); 4470:Min Hou (ComposerOf/PerformerOf); 4471:Jie Wan (ComposerOf)
12538,"Dreaming in Red, White, and Blue",Symphonic Metal,2014,5,3155:Lei Bai (PerformerOf); 3157:Jun Chang (PerformerOf); 3158:Jing Wang (ComposerOf/PerformerOf); 3159:Ping Tang (ProducerOf); 12539:Gang Cheng (PerformerOf)
10392,Dreams Between the Lines,Psychedelic Rock,2029,5,10393:Caleb Hunter (PerformerOf); 10394:Debbie Edwards (PerformerOf); 10395:Tiffany Martinez (PerformerOf); 10396:Thomas Palmer (PerformerOf/ProducerOf); 10397:Eric King (PerformerOf)
13866,Dynamite Dancing,Indie Folk,2023,5,13867:Jo Stewart (PerformerOf); 13868:Jake Bailey (PerformerOf); 13869:Marie Munoz (LyricistOf); 13870:Alicia Jordan (PerformerOf); 13871:Ronald Yates (LyricistOf/PerformerOf)
13266,Earthen Lullaby,Dream Pop,2027,5,13267:Carol Wallace (PerformerOf); 13268:Haley Adams (PerformerOf/ProducerOf); 13269:Julia Allen (ComposerOf); 13270:David Castaneda (LyricistOf/PerformerOf); 13271:Eric Boyd (PerformerOf/ProducerOf)
13842,Echoes from Her Horizon,Dream Pop,2030,5,13843:Theresa Jones (ComposerOf/PerformerOf); 13844:Sean Phillips (PerformerOf); 13845:Ping Gu (PerformerOf); 13846:Li Ren (LyricistOf/PerformerOf); 13847:Jun Jia (PerformerOf)
4694,Echoes of Seventeen,Dream Pop,2023,5,4695:Xiuying Jin (PerformerOf); 4696:Qiang Xiang (PerformerOf); 4697:Lei Yang (PerformerOf/ProducerOf); 4698:Xia Bai (LyricistOf); 4699:Qiang Yu (ComposerOf/PerformerOf)
5224,Echoes of a Romany Farewell,Doom Metal,2017,5,5225:Alfredo Ajello (PerformerOf/ProducerOf); 5226:Puccio Bixio-Gatto (PerformerOf); 5227:Sonia Porzio (ComposerOf); 5228:Vittorio Tamburello (PerformerOf); 5229:Janet Cunningham (PerformerOf/ProducerOf)
2709,Emotional Overture,Dream Pop,2018,5,207:Juan Jia (PerformerOf); 2710:Guiying Shao (PerformerOf); 2711:Kristina Sanchez (LyricistOf/PerformerOf); 2712:Yong Gao (PerformerOf); 2713:Yan Xue (PerformerOf)
1402,Eternal Comfort's Sigh,Indie Folk,2029,5,1074:Jing Cui (ProducerOf); 1403:Qiang Zhang (LyricistOf); 1404:Richard Obrien (PerformerOf); 1405:Wesley Walker (PerformerOf); 1406:Yang Yu (ComposerOf)
16127,Faithful Shores,Indie Folk,2018,5,16128:Na Song (ProducerOf); 16129:Manuel Wu (PerformerOf/ProducerOf); 16130:Fang Du (ComposerOf); 16131:Yan Chen (LyricistOf/PerformerOf); 16132:Wei Peng (PerformerOf)
5295,Feathers and Sequins,Doom Metal,2004,5,163:Regina Hesse (ProducerOf); 5296:Samuel Morrison (PerformerOf); 5297:Anthony Gutierrez (PerformerOf); 5298:Andrew Miller (LyricistOf/PerformerOf); 5299:Robert Martinez (ComposerOf/PerformerOf)
2915,First Light of Reverence,Dream Pop,2026,5,863:Jie Cui (ComposerOf); 2916:Jie Wei (ComposerOf/PerformerOf); 2917:Jie Zou (PerformerOf); 2918:Guiying Xiong (PerformerOf); 2919:Yong Li (LyricistOf/PerformerOf)
1927,Footprints in Silence,Dream Pop,2011,5,1928:Zara Trivedi (PerformerOf); 1929:Rhea Wali (PerformerOf); 1930:Nitya Dass (PerformerOf); 1931:Anahi Sachdeva (ComposerOf/PerformerOf); 1932:Shaan Sanghvi (ComposerOf)
4071,Forbidden Spark,Doom Metal,2017,5,4072:Juan Xue (PerformerOf); 4073:Patricia Hardy (PerformerOf/ProducerOf); 4074:Jing Liang (ComposerOf/PerformerOf); 4075:Xia Du (PerformerOf); 4076:Leslie Mathis (PerformerOf/ProducerOf)
71,Forgotten Incantation,Indie Folk,2017,5,72:Amy Mejia (LyricistOf/PerformerOf); 73:Yang Pan (PerformerOf); 74:Min Hu (PerformerOf); 75:Juan Feng (PerformerOf); 76:Ming Ren (PerformerOf)
8776,Fragrant Heart's Melody,Indie Folk,2017,5,8777:Fang Su (PerformerOf); 8778:Xiulan Yao (PerformerOf); 8779:Min Ding (LyricistOf/PerformerOf); 8780:April Johnson (PerformerOf); 8781:Guiying Yi (ProducerOf)
8758,Gaby's Lament,Dream Pop,1991,5,7301:Michael Moore (ComposerOf/PerformerOf); 8759:Daniel Collins (PerformerOf); 8760:Barbara Moore (PerformerOf); 8761:David Bowen (PerformerOf); 8762:Amanda Morales (PerformerOf)
17315,Ghostlights & Galleons,Oceanus Folk,1993,5,17309:Levi Holloway (LyricistOf); 17310:Marin Thorne (ComposerOf); 17311:Jonah Calloway (LyricistOf); 17312:Eleanor Wren (LyricistOf); 17313:Caleb Foster (ComposerOf)
8615,Grace in Motion,Indie Folk,2018,5,6187:Lei Kang (LyricistOf); 8616:Yong Zhong (ProducerOf); 8617:Jun Lai (ComposerOf/PerformerOf); 8618:Juan Fan (PerformerOf); 8619:Min Duan (PerformerOf)
5427,Harvest Whispers,Dream Pop,1997,5,103:Cristina Marenzio (PerformerOf); 5428:Sebastiano Torlonia (LyricistOf/PerformerOf); 5429:Griselda Renier-Mozart (PerformerOf); 5430:Caterina Mercadante-Munari (PerformerOf); 5431:Elizabeth Baker (LyricistOf)
13997,Healing Together,Doom Metal,2010,5,13998:Claudius Geißler (LyricistOf/PerformerOf); 13999:Gerard Hornig (PerformerOf); 14000:Ildiko Carsten-Thies (PerformerOf); 14001:Antonia Mülichen (PerformerOf); 14002:Krystyna Lübs (PerformerOf)
10252,Hollow Heart,Indie Folk,2020,5,10253:Na Gu (PerformerOf/ProducerOf); 10254:Chao Cui (LyricistOf); 10255:Na Bai (PerformerOf); 10256:Lei Yin (ComposerOf); 10257:Guiying Pan (PerformerOf)
5046,Høstens Melodi (Autumn's Melody),Americana,2007,5,76:Ming Ren (PerformerOf/ProducerOf); 5047:Jie Cao (ComposerOf); 5048:Dennis Bush (PerformerOf); 5049:Robert Knight (ComposerOf/PerformerOf); 5050:Xiuying Liang (PerformerOf)
3144,Lies Between the Lines,Indie Rock,2026,5,3145:Piya Mann (PerformerOf); 3146:Sana Batta (PerformerOf); 3147:Raghav Garde (LyricistOf/PerformerOf); 3148:Ranbir Balay (PerformerOf); 3149:Samar Luthra (ProducerOf)
16690,Lightning's Whispered Journey,Space Rock,2026,5,1283:Tao Peng (PerformerOf/ProducerOf); 16691:Xiuying Meng (ComposerOf); 16692:Lei Lin (LyricistOf); 16693:Yan Zhu (PerformerOf); 16694:Yong Cao (PerformerOf)
9818,Ljusets Ankomst (Arrival of Light),Doom Metal,2023,5,1510:Tao Dai (PerformerOf); 9819:Min Shi (LyricistOf/PerformerOf); 9820:Jessica Schroeder (PerformerOf); 9821:Na Jia (PerformerOf); 9822:Qiang Han (ProducerOf)
2373,Loving Into The Void,Dream Pop,2030,5,2374:Benjamin Valencia (LyricistOf); 2375:Lei Xiong (PerformerOf); 2376:Chao Duan (PerformerOf); 2377:Fang Xiong (PerformerOf); 2378:Guiying Su (PerformerOf)
17262,Luminescent Tides,Oceanus Folk,2025,5,"17255:Sailor Shift (LyricistOf); 17256:Maya Jensen (ComposerOf); 17257:Lila ""Lilly"" Hartman (ComposerOf); 17258:Jade Thompson (ComposerOf); 17259:Sophie Ramirez (LyricistOf)"
10620,Maestro's Whisper,Alternative Rock,2028,5,2001:Na Deng (ComposerOf/PerformerOf); 7328:Xia Pan (LyricistOf); 10621:Qiang Huang (ComposerOf); 10622:Dale Suarez (PerformerOf); 10623:Jie Wang (PerformerOf)
16086,Martial Melody,Doom Metal,2027,5,8955:Stephanie Huhn (PerformerOf/ProducerOf); 12859:Min Qin (PerformerOf); 16087:Juan Chen (LyricistOf/PerformerOf); 16088:Li Fu (PerformerOf/ProducerOf); 16089:Tao Yao (PerformerOf)
15772,Meadow's Gentle Harvest,Synthwave,2013,5,163:Regina Hesse (PerformerOf); 1238:Yan Qin (LyricistOf/PerformerOf); 1241:Fang Su (PerformerOf); 15773:Guiying Lai (PerformerOf); 15774:Yan Bai (PerformerOf)
12515,Melodic Gasp,Psychedelic Rock,2017,5,74:Min Hu (LyricistOf); 75:Juan Feng (PerformerOf); 2896:Scott Sanders (PerformerOf); 3208:Yang Bai (PerformerOf); 12516:Ashley Hanson (PerformerOf)
15874,Memories Behind Glass,Speed Metal,2007,5,2328:Martino Toninelli (PerformerOf); 2329:Ludovico Mondadori (ComposerOf); 7139:Maura Jovinelli (LyricistOf/PerformerOf); 15875:Piermaria Bevilacqua-Altera (ProducerOf); 15876:Lando Bulzoni (PerformerOf)
15826,Metamorphosis Melody,Alternative Rock,2010,5,6328:Lise Gerrits (LyricistOf/PerformerOf); 15827:Ermanno Rosiello (ProducerOf); 15828:Jacob Richards (PerformerOf); 15829:Giorgia Norbiato (PerformerOf); 15830:Tara Timmermans (PerformerOf)
4294,Midnight's Embrace,Americana,2020,5,1079:Qiang Yuan (ComposerOf); 4295:Wei Lei (PerformerOf); 4296:Yong Ma (LyricistOf/PerformerOf); 4297:Na Zeng (PerformerOf/ProducerOf); 4298:Qiang Yuan (PerformerOf)
8795,Moonlight's Whisper in G Minor,Doom Metal,2020,5,8796:Ferdinando Nordio (PerformerOf); 8797:Richard Davis (ComposerOf/PerformerOf); 8798:Steven Calderon (LyricistOf); 8799:Eleanora Bersani (PerformerOf); 8800:Yvonne Morris (ComposerOf)
8782,Patience's Whisper,Dream Pop,2029,5,1606:Jun Zheng (PerformerOf); 3915:Xiuying Deng (LyricistOf/PerformerOf); 4456:Yang Chang (PerformerOf); 8783:Chao Tian (LyricistOf/PerformerOf); 8784:Jun Liang (PerformerOf)
1343,Permitted Shadows,Doom Metal,2010,5,1344:Jun Wan (PerformerOf/ProducerOf); 1345:Gang Du (PerformerOf); 1346:Xiuying Huang (PerformerOf); 1347:Guiying Cao (ComposerOf/PerformerOf); 1348:Jing Kang (ComposerOf)
5583,Playground Echoes,Southern Gothic Rock,2007,5,1444:Martine Normand (PerformerOf/ProducerOf); 2795:Margaux Mathieu (PerformerOf); 2796:Céline Guérin (PerformerOf); 2797:François Coste-Daniel (ComposerOf/PerformerOf); 2798:Élisabeth Lemoine (PerformerOf)
7063,Portraits of Silence,Americana,2013,5,6138:Jeffrey Phillips (LyricistOf); 7064:Cynthia Johns (PerformerOf); 7065:Christopher Gutierrez (PerformerOf); 7066:Holly Stephens (ComposerOf/PerformerOf); 7067:Barbara Fox (ComposerOf)
9062,Potato Fields Forever,Oceanus Folk,2023,5,9063:Na Yang (PerformerOf); 9064:Ricardo Ward (PerformerOf/ProducerOf); 9065:Kimberly Moore (PerformerOf); 9066:Fang Zhou (PerformerOf/ProducerOf); 9067:Xiulan Yi (PerformerOf)
6272,Quartet in Shadowed Light,Oceanus Folk,2025,5,1276:Yong Dong (PerformerOf); 5459:Tao Jin (PerformerOf); 6273:Nicole Thomas (PerformerOf); 6274:Gang Fan (PerformerOf); 6275:Qiang Qian (PerformerOf)
14082,Radiant Chorus at Dawn,Darkwave,2013,5,1223:Gang Yin (PerformerOf); 2096:Nicholas Riddle (ProducerOf); 14083:Richard Kennedy (PerformerOf); 14084:Lei Liu (PerformerOf); 14085:Kathleen Sandoval (ProducerOf)
5866,Radiant Horizon,Dream Pop,1997,5,222:Jakub Dziuda (ComposerOf); 5867:Anastazja Brózda (PerformerOf); 5868:Marcelina Wochnik (PerformerOf); 5869:Alex Halama (PerformerOf); 5870:Tymon Miszta (PerformerOf)
8038,Reasons Unknown,Synthwave,2010,5,8039:Paola Scheuermann (PerformerOf); 8040:Gabor Salz (PerformerOf/ProducerOf); 8041:Siglinde Ruppersberger (ProducerOf); 8042:Isabell Berger (LyricistOf/PerformerOf); 8043:Nikola Nerger (ComposerOf)
1823,Rebel Without a Pause,Oceanus Folk,2029,5,1824:Li Bai (ComposerOf); 1825:Lei Peng (LyricistOf); 1826:Ping Feng (PerformerOf); 1827:Donna Ryan (PerformerOf); 1828:Li Deng (PerformerOf)
15339,Restrained Rhythm,Synthwave,2023,5,3765:Wei Xiong (PerformerOf); 4181:Xiulan Xue (PerformerOf/ProducerOf); 15340:Yong Xu (PerformerOf); 15341:Ping Wan (PerformerOf); 15342:Guiying Shen (LyricistOf)
5325,Rhythm of Romance,Doom Metal,2013,5,5326:Elenore Wulff (PerformerOf); 5327:Hubertine Plath (LyricistOf); 5328:Irmtraut Benthin (PerformerOf); 5329:Yang Gu (PerformerOf); 5330:Oscar Marshall (PerformerOf)
6051,Rhythms of the Sierra,Desert Rock,2013,5,355:Juan Yin (ComposerOf/PerformerOf); 676:Brandon Bartlett (LyricistOf); 678:Nathan Bryant (PerformerOf); 6052:Heidi Jones (PerformerOf); 6053:Guiying Huang (ComposerOf)
13721,River's Lament,Doom Metal,2018,5,440:Gang Cui (PerformerOf); 441:Alisha Fuller (PerformerOf); 443:Guiying Qin (PerformerOf); 13722:Chao Xie (LyricistOf); 13723:Guiying Song (PerformerOf)
10668,Riverbed Memories,Synthwave,2028,5,6866:Kimberly Roberts (PerformerOf); 10669:Yan Kang (PerformerOf); 10670:Tao Yin (PerformerOf); 10671:Yan Guo (PerformerOf); 10672:Jun Shao (PerformerOf)
9657,Sanctuary of Emotions,Indie Folk,2013,5,1227:Jun Xia (PerformerOf); 5502:Fang Lu (PerformerOf); 6270:Yan Feng (ComposerOf/PerformerOf); 7179:Tina Raymond (PerformerOf); 9658:Katherine Francis (PerformerOf)
14767,Saturday's Last Light,Space Rock,2023,5,7791:Na Jia (PerformerOf/ProducerOf); 8108:Xiulan Dong (PerformerOf); 8109:Xiuying Fan (PerformerOf); 8110:Xiuying Zhang (PerformerOf); 8111:Xiuying Deng (LyricistOf)
12656,Savage Law's Embrace,Doom Metal,2016,5,6187:Lei Kang (LyricistOf); 12657:Fang Fan (PerformerOf/ProducerOf); 12658:Lei Zhao (ComposerOf/PerformerOf); 12659:Qiang Hao (PerformerOf); 12660:Min Sun (PerformerOf)
12518,Scales and Streetlights,Synthwave,2000,5,1952:Yang Wan (PerformerOf/ProducerOf); 4657:Li Zhao (LyricistOf/PerformerOf); 6370:Jun Shao (PerformerOf/ProducerOf); 12519:Trevor Weiss (ComposerOf); 12520:Jing Gu (PerformerOf)
2061,Self-Generating Narratives,Dream Pop,2028,5,2062:Cynthia Moore (PerformerOf); 2063:Sarah Hunter (PerformerOf); 2064:Jill Gardner (PerformerOf); 2065:Ashley Guzman (PerformerOf); 2066:Joshua Watson (PerformerOf)
10709,Sentinel's Oath,Dream Pop,2004,5,10710:Ryan Woodard (PerformerOf); 10711:Kyle Smith (PerformerOf/ProducerOf); 10712:Eric Holland (PerformerOf); 10713:John Reed (ComposerOf/PerformerOf); 10714:Randy Gonzalez (PerformerOf)
15040,Shadows of Berlin,Indie Pop,2010,5,15041:Lisa Peterson (ComposerOf); 15042:Brian Carter (PerformerOf); 15043:Anthony Allen (PerformerOf); 15044:Steve Young (PerformerOf); 15045:Kristin Sullivan (PerformerOf)
12508,Silent Exclamation,Dream Pop,2025,5,8181:Gang Wan (PerformerOf/ProducerOf); 11040:Chao Lai (LyricistOf); 12509:Yang Li (PerformerOf/ProducerOf); 12510:Min Yin (PerformerOf); 12511:Juan Bai (ComposerOf/PerformerOf)
3787,Silk Road Serenade,Darkwave,2029,5,3788:Jie Cao (PerformerOf); 3789:Xia Yuan (PerformerOf); 3790:Chao Chang (PerformerOf); 3791:Lei Hao (LyricistOf/PerformerOf); 3792:Yong Shao (PerformerOf)
15978,Skyward Whispers,Dream Pop,2022,5,3631:Jasmine Atkins (PerformerOf); 3632:David Miller (PerformerOf); 7513:Matthew Griffin (LyricistOf); 7515:Samantha Herring (PerformerOf); 15979:Jill Conley (LyricistOf/PerformerOf)
713,Sleepwalker's Anthem,Dream Pop,2027,5,714:Jie Cai (PerformerOf); 715:Li Wei (ComposerOf); 716:Charlene Lopez (LyricistOf/PerformerOf); 717:Ping Lin (PerformerOf); 718:Lei Gu (PerformerOf)
1773,Slumber's Burden,Darkwave,2030,5,1774:Paula Wilson (PerformerOf); 1775:Steven Branch (LyricistOf); 1776:Brittany Wright (PerformerOf); 1777:Judith Hunter (PerformerOf); 1778:Rachel Wilson (PerformerOf)
13734,Snowbound Heartbeat,Psychedelic Rock,2026,5,769:Florian van Santen-Sanders (PerformerOf); 4550:Aimée van Dijk (PerformerOf/ProducerOf); 4628:Jurre Kunen (PerformerOf); 4629:Mila Hellevoort-Robbrechts Bruijne (PerformerOf); 10533:Noor van Hoevel en van Zwindrecht (PerformerOf)
16988,Songs from the Drowned World,Oceanus Folk,2035,5,16983:Sophie Bennett (ComposerOf); 16984:Michael Harris (LyricistOf); 16985:Kara Lee (LyricistOf); 16986:Ethan Clarke (ComposerOf); 17259:Sophie Ramirez (LyricistOf)
7001,Spring's Rhythmic Parade,Americana,2017,5,889:Tao Dai (ComposerOf); 891:Jie Fan (ProducerOf); 7002:Gang Tan (LyricistOf/PerformerOf); 7003:Jun Peng (PerformerOf); 7004:Yang Xiao (ProducerOf)
10532,Stones of the Imperial City,Synthwave,2024,5,769:Florian van Santen-Sanders (ComposerOf/PerformerOf); 4550:Aimée van Dijk (LyricistOf/PerformerOf); 4627:Lukas Waltrade Walderade-van Dam (PerformerOf); 4630:Duuk Schokman (PerformerOf); 10533:Noor van Hoevel en van Zwindrecht (PerformerOf)
8892,Sun-Baked Terracotta,Desert Rock,2025,5,593:Li Lei (LyricistOf/PerformerOf); 3366:Xiuying Yao (PerformerOf); 4608:Wei Yuan (PerformerOf/ProducerOf); 5649:Wei Zeng (PerformerOf); 8893:Christopher Evans (PerformerOf)
15515,Sunlight Through Snowflakes,Dream Pop,2010,5,440:Gang Cui (PerformerOf/ProducerOf); 441:Alisha Fuller (PerformerOf/ProducerOf); 443:Guiying Qin (ComposerOf/PerformerOf); 15516:Lei Jia (PerformerOf); 15517:Xiulan Mo (LyricistOf)
16570,Sunrise to Sunset Nowhere,Indie Folk,2020,5,5186:Ante Reinhardt-Hande (PerformerOf/ProducerOf); 5772:Min Qian (PerformerOf); 6719:Fang Tang (PerformerOf/ProducerOf); 14917:Ping Jiang (LyricistOf/PerformerOf); 16571:Rhonda Miller (PerformerOf)
15741,Surrender's Echo,Dream Pop,2025,5,4577:Julie Reynolds (ComposerOf/PerformerOf); 4579:Kathryn Ward (PerformerOf); 4580:Heidi Allen (PerformerOf); 15742:Brittany Oliver (PerformerOf); 15743:Bernardita Marisol Marqués Sosa (ComposerOf)
10159,Synaptic Cereal Spoon,Oceanus Folk,2026,5,1346:Xiuying Huang (PerformerOf); 1347:Guiying Cao (PerformerOf/ProducerOf); 1348:Jing Kang (PerformerOf); 2932:Xia Xia (PerformerOf); 9915:Na Wen (ProducerOf)
13364,The Farmer's Lament,Indie Rock,2012,5,2344:Sandro Gröttner (PerformerOf); 2345:Alla Lorch (LyricistOf); 2346:Silvio Krause (ComposerOf/PerformerOf); 9768:Adalbert Adolph (ProducerOf); 13365:Lia Wähner-Weimer (PerformerOf)
3031,The One I've Been Waiting For,Desert Rock,2028,5,3032:Wei Hu (ProducerOf); 3033:Jun Guo (PerformerOf/ProducerOf); 3034:Yang Yi (PerformerOf); 3035:Yan Cai (LyricistOf/PerformerOf); 3036:Na Qian (PerformerOf)
17317,The Quiet of the Deep,Oceanus Folk,1995,5,17309:Levi Holloway (LyricistOf); 17310:Marin Thorne (ComposerOf); 17311:Jonah Calloway (LyricistOf); 17312:Eleanor Wren (LyricistOf); 17313:Caleb Foster (ComposerOf)
3118,The Ridges of Blood,Space Rock,2025,5,891:Jie Fan (ComposerOf/PerformerOf); 3119:Yong Gong (ProducerOf); 3120:Gang Qian (PerformerOf); 3121:Yong Wu (PerformerOf); 3122:Jing Zhou (LyricistOf)
4661,The Space Between Goodbye,Indie Rock,2023,5,4503:Fredo Grossi (PerformerOf/ProducerOf); 4662:Enzio Garibaldi (ComposerOf); 4663:Lori Henderson (ComposerOf); 4664:Antonietta Ceravolo-Condoleo (PerformerOf); 4665:Gino Michelangeli (LyricistOf/PerformerOf)
6301,The Weight of Understanding,Post-Apocalyptic Folk,2017,5,6302:Thérèse Guillou (PerformerOf/ProducerOf); 6303:Stefanie Sullivan (PerformerOf); 6304:Alexandra Moreno (PerformerOf); 6305:Yves Aubry (ProducerOf); 6306:Katie Oliver (LyricistOf/PerformerOf)
1943,Throne of Mercy,Lo-Fi Electronica,2020,5,1248:Gang Cao (LyricistOf); 1944:Na Zhong (PerformerOf); 1945:Jie Shi (PerformerOf); 1946:Guiying Tian (ComposerOf/PerformerOf); 1947:Juan Shi (ProducerOf)
17231,Tides of Echos,Oceanus Folk,2029,5,17226:Kai Reynolds (LyricistOf); 17227:Aiden Harper (LyricistOf); 17228:Finn Morgan (LyricistOf); 17229:Skylar Brooks (LyricistOf); 17255:Sailor Shift (LyricistOf)
12578,Timeless Heart's Serenade,Symphonic Metal,2029,5,593:Li Lei (ProducerOf); 594:Na Fan (PerformerOf/ProducerOf); 12579:Tao Yan (ComposerOf/PerformerOf); 12580:Jing Kong (PerformerOf); 12581:Yong Dai (LyricistOf)
